contributor_id	project_id
111	1262
111	1263
111	1264
111	1265
111	1266
111	1187
111	1267
111	1268
111	1269
111	841
111	1270
111	1271
111	1272
111	1273
111	1274
111	1275
111	1276
111	1277
111	1278
111	1279
111	1280
111	1281
111	1282
112	1283
112	1284
112	1285
112	1174
112	716
112	1191
112	1286
112	1287
112	1288
112	1289
112	1290
112	1291
112	1292
112	1293
112	1294
112	1295
112	1296
112	1297
112	1298
112	1299
112	1300
112	1301
112	1302
112	1303
112	1304
112	1305
112	1306
112	1307
112	1308
112	1309
113	1310
113	1311
113	1312
113	1190
113	1313
113	1314
113	1315
113	1316
113	1317
113	1180
113	1318
113	1319
113	1320
114	1185
115	1187
115	1174
115	1258
115	1175
115	1321
115	1188
115	1179
115	1322
115	1323
115	1324
115	1325
115	1149
115	1326
115	1327
115	1328
115	1329
116	1330
116	1260
116	1202
116	1199
116	1179
116	1285
116	1175
116	1331
116	1332
116	1180
116	1333
116	1334
116	1335
116	1182
116	1336
116	1188
116	1172
116	1337
116	1338
116	1339
116	1340
116	1341
116	1342
116	1343
116	1344
116	1345
116	1346
116	1347
116	1348
116	1349
117	1350
117	1351
118	1352
118	1353
118	1176
118	1354
119	1355
119	1356
119	1357
119	1358
119	1359
119	1360
119	980
119	1361
119	1362
119	1363
119	1202
119	1364
119	1117
119	1365
120	1175
120	1366
120	1367
120	1185
120	1285
120	1368
120	1369
120	1176
120	1370
120	1371
120	1372
120	1231
120	1182
120	1373
120	1374
120	1187
121	1375
121	1350
121	1185
121	1187
121	1174
121	1233
121	1376
121	1377
121	1176
121	1378
121	1379
121	1380
121	1381
121	1382
121	1383
121	1175
121	1384
121	1385
121	1386
121	1387
121	1388
121	1389
121	1390
121	1391
121	1212
121	1392
121	1393
121	1394
121	1395
121	1396
122	1397
122	1398
122	1231
122	1399
122	1400
122	1187
122	1179
122	1176
122	1401
122	1402
122	1403
122	1404
122	1405
122	1406
122	1407
122	1408
122	1370
122	1222
122	1409
122	1410
122	1411
122	1412
122	1413
122	1285
122	1414
122	1415
122	1416
122	1417
122	1418
122	1419
123	1398
123	1397
123	1231
123	1111
123	1420
123	1421
123	1422
123	1423
123	1424
123	1425
123	1426
123	1427
123	1290
123	1428
123	1429
123	1417
123	1430
123	1431
123	1432
123	1433
123	1434
123	1435
123	1412
123	1409
123	1408
123	1436
123	1437
123	1438
123	1439
123	1440
124	1416
124	1288
124	1292
124	1285
124	1441
124	1442
124	1443
124	1284
124	1444
124	1445
125	1260
125	1172
125	1446
125	1447
125	1448
125	1449
125	1450
125	1285
125	1256
125	1179
125	1451
125	1191
125	1333
125	1452
125	1453
125	1454
125	1455
125	1456
125	1457
125	1458
125	1459
125	1460
125	1461
125	1417
125	1462
125	1463
125	1464
125	1413
125	1202
125	1465
126	1186
126	1231
126	1376
126	1466
126	1467
126	1468
126	1469
126	1400
126	1470
126	1471
126	1472
126	716
126	1473
126	1474
126	1475
126	1398
126	1476
126	1420
126	1477
126	1478
126	1479
126	1480
126	1481
126	1482
126	1285
126	1206
126	1483
126	1484
126	1485
126	1486
127	1487
127	716
127	1488
127	471
127	1489
127	1490
127	1491
127	1492
127	1493
127	1494
127	1495
127	1496
127	1497
127	1498
127	1499
127	1500
127	1463
127	1501
127	1502
127	1503
128	1187
128	1182
128	1351
129	1416
129	1285
130	1504
130	1505
130	1506
130	1507
130	1508
130	1285
130	1509
130	1416
130	1510
130	1511
130	1460
130	1512
130	1284
130	1513
130	1514
130	1515
130	1516
130	1517
130	1288
130	1518
130	1519
130	1520
130	1294
130	1521
130	1522
130	1523
130	1524
130	1525
130	1358
130	1526
131	1185
131	1176
132	1527
132	640
132	1528
133	716
133	1488
133	1529
133	1493
133	1530
133	1531
133	1532
133	1463
133	1533
133	1534
133	1535
133	1536
133	1537
133	1538
133	1539
133	1540
133	1541
133	1542
133	1543
133	1544
134	1487
134	1488
134	716
134	270
134	1493
134	1545
134	1546
134	1547
134	1548
134	1549
134	1463
134	1550
134	1551
134	1552
134	1553
135	716
135	1488
135	1463
135	1554
135	1370
135	1493
135	1285
135	1530
135	1555
135	1556
135	1557
135	1355
135	1558
135	1559
136	1174
136	1560
136	1561
136	1369
136	1562
136	1232
136	1563
136	1564
136	1565
136	1566
136	1567
136	1568
136	1569
136	1185
136	1570
136	1571
136	1572
136	1573
136	1186
136	1574
136	1575
136	1576
136	958
136	1577
136	1578
136	1579
136	1580
136	1581
136	1582
136	1583
137	1607
137	1608
137	1609
137	1610
137	1611
137	1612
137	1613
137	1614
137	1615
137	1616
137	1617
137	1618
137	1619
137	1620
137	1621
137	1622
137	1623
137	1624
137	1625
137	1626
137	1627
137	1628
137	1629
137	1630
137	1631
137	1632
137	1633
137	1634
137	1635
137	1636
138	1628
138	1637
138	1638
138	1639
138	1640
138	1641
138	1642
138	1643
138	1622
138	1644
138	1645
139	1646
139	1647
139	1648
139	1649
139	1650
139	1651
139	1652
139	1653
139	1654
139	1655
139	1656
139	1657
139	1628
139	1658
139	1659
139	1660
139	1661
139	1662
139	1663
139	1664
139	1665
139	1666
139	1667
139	1668
139	1669
139	1670
139	1671
139	1672
139	1673
139	1674
140	1675
140	1676
140	1677
140	1678
140	1679
140	1680
140	1681
140	1682
140	1683
140	1684
140	1685
140	1686
140	1687
140	1688
140	1689
140	1690
140	1691
140	1692
140	1693
140	1694
140	1695
140	1696
140	1697
140	1698
140	1699
140	1700
140	1701
140	1702
140	1703
140	1704
141	1705
141	1649
141	1706
141	1143
141	1646
141	1707
141	1708
141	1709
141	1616
141	1710
141	1711
141	1712
141	1713
141	1714
141	1715
141	1716
141	1717
141	1650
141	1718
141	1719
141	1720
141	1721
141	1722
141	1723
141	1724
141	1725
141	1726
141	1727
141	1728
141	1729
142	1614
142	1608
142	1613
142	1607
142	1618
142	1609
142	1616
142	1617
142	1615
142	1619
142	1730
142	1622
142	1731
142	1629
143	1732
143	1733
143	1734
143	1735
143	1736
143	1737
143	1738
143	1739
143	1740
143	1741
143	1742
143	1743
143	1744
143	1745
143	1746
143	1747
143	1748
143	1749
143	1750
143	1751
143	1752
143	1753
143	1754
143	1755
143	1756
143	1757
143	1758
143	1759
143	1760
143	1761
144	1628
144	1762
144	1763
144	1662
144	1764
144	1638
144	1608
144	1765
144	1622
144	1766
144	1649
144	1629
144	1664
145	1617
145	1628
145	1647
145	1767
145	1655
146	1768
146	1769
146	1770
146	1677
146	1771
146	1772
146	1773
146	1774
146	1775
146	1776
146	1659
146	1777
146	1778
146	1779
146	1780
146	1781
146	1782
146	1783
146	1784
146	1785
146	1786
146	1787
146	1788
146	1789
146	1790
146	1791
146	1792
146	1793
146	1794
146	1795
147	1796
147	1797
147	1789
147	1798
147	1799
147	1800
147	1801
147	1802
147	1803
147	1795
147	1804
147	1805
147	1698
147	1806
147	1807
147	1808
147	1809
147	1810
147	1811
147	1812
147	1813
147	1814
147	1815
147	1816
147	730
147	1817
147	1818
147	1696
147	1819
147	1820
148	1821
149	1705
149	1822
149	1823
149	1625
149	1824
149	1825
149	1826
149	1827
149	1828
149	1829
149	1830
149	1831
149	1832
149	1662
149	1833
149	1834
149	1835
149	1613
150	1707
151	1707
151	1836
151	1765
151	1640
152	1707
153	1768
153	1778
153	1773
153	1772
153	1792
154	1628
154	1837
154	1765
154	1707
155	1838
155	1839
155	1840
155	1613
155	1617
155	1841
155	1608
155	1622
155	1842
155	1698
155	1798
155	1812
155	1805
155	1658
155	1843
155	1844
155	1626
155	1806
155	1845
155	1846
156	1612
156	1646
158	1617
159	1847
159	1617
159	1707
159	1848
159	1849
160	1850
160	1851
160	1852
160	1853
160	1854
160	1855
160	1617
160	1856
160	1857
160	1858
160	1859
160	1860
160	1861
160	1862
160	1635
160	1863
160	1722
160	1864
160	1865
160	1866
160	1867
160	1868
161	1869
161	1870
161	1871
161	1872
161	1873
161	1810
161	1811
161	1874
161	1875
161	1876
161	1765
161	1877
161	1878
161	1879
161	1880
161	1814
162	1851
163	1881
163	1882
163	1883
164	1884
164	1871
165	1799
165	1884
165	1885
165	1871
165	1886
165	1851
166	1881
166	1883
166	1887
166	1851
166	1882
166	1888
166	1889
166	1890
166	1891
166	1892
167	1916
167	1917
167	1918
167	1919
167	1920
167	1921
167	1922
167	1923
167	1924
167	1925
167	1926
167	1927
167	1928
167	1929
167	1114
167	1930
167	1931
167	1932
167	1933
167	1934
167	1935
167	1936
167	1711
167	1937
167	1938
167	1939
167	801
167	1940
167	1941
167	1942
168	1926
168	803
168	1929
168	1924
168	1943
168	1944
168	1945
168	1946
168	1947
168	1948
169	1934
169	1916
169	1930
169	1924
169	746
169	1949
169	1950
169	417
169	1936
169	1951
169	1952
169	1953
169	1954
169	1955
169	1956
169	1925
169	1957
169	1958
169	1959
169	1960
169	1961
169	1962
169	1941
169	1963
169	1964
169	1965
169	1966
169	1967
169	1968
169	1969
170	1916
170	1917
170	1929
170	1930
170	1734
170	1919
170	1926
170	1918
170	1920
170	1970
170	1931
170	1923
170	1971
170	1267
170	1941
170	1972
170	1921
170	1924
170	1934
170	1973
170	1974
170	1975
170	1976
170	1977
170	1978
170	1979
170	1980
170	1981
170	1982
170	1983
171	1930
171	1984
171	1934
171	1916
171	1985
171	1918
171	1986
171	1924
171	1987
171	1988
171	1989
171	1920
171	1990
171	1991
171	1992
171	1734
171	1993
171	1994
171	1995
171	1796
171	1996
171	1172
171	1997
171	1998
171	1941
171	1999
171	2000
171	2001
171	2002
171	2003
172	1941
172	1924
172	1931
172	1920
172	2004
172	1934
172	1930
172	1984
172	2005
172	2006
172	2007
172	1936
172	2008
172	2009
172	2010
172	2011
172	2012
172	1916
172	1998
173	1924
173	1930
173	1998
173	2013
173	1983
173	2014
173	2015
173	2016
173	1931
173	1941
173	2017
173	2018
173	2019
173	2020
173	2021
173	2022
173	2023
173	2024
173	2025
173	2026
173	2027
173	2028
173	2029
173	2030
173	2031
173	2032
173	2033
173	1934
173	2034
173	2035
174	2036
174	2037
174	2038
174	2021
174	2039
174	2014
174	2040
174	1936
174	2041
174	2023
174	2042
174	2011
174	2043
174	2044
174	1916
174	1924
174	2045
174	1930
174	2020
174	1734
174	2046
174	2047
174	2048
174	2049
174	2050
174	2051
174	2052
174	2053
174	2054
174	2055
175	2024
175	1998
175	2056
175	1930
175	1924
175	917
175	2057
175	2058
175	2059
175	2060
175	2061
175	2062
175	2063
175	2016
175	2064
175	2065
175	2066
175	2067
175	2068
175	2069
175	1936
175	2070
175	2023
175	2071
175	2072
175	2073
175	2074
175	2075
175	2076
175	2077
176	2078
176	1924
176	228
176	2071
176	2079
176	2080
176	867
176	1974
176	1936
176	2081
176	2082
176	1998
176	2019
176	1941
176	2083
176	2084
176	2085
176	2086
176	1977
176	2087
176	2088
176	2089
176	2090
176	2011
176	2091
176	2092
176	2093
176	2094
176	2095
176	2096
177	1924
177	1998
177	2078
177	1930
177	2097
177	2016
177	1977
177	2098
177	2099
177	1936
177	1941
177	2071
177	2014
177	1974
177	2011
177	2100
177	2036
177	2090
177	2019
177	2101
177	2102
177	2103
177	2104
177	2079
177	2088
177	2105
177	2106
177	1934
177	1923
177	1929
178	2107
178	2037
178	2036
178	2021
178	2014
178	1936
178	2011
178	1924
178	2024
178	2040
178	2051
178	2045
178	2043
178	2108
178	2109
178	2110
178	2111
178	2112
178	2106
179	2113
179	2114
179	2115
179	2116
179	2117
179	1114
179	2118
179	1931
179	2119
179	2120
179	1696
179	2121
179	2122
179	2123
179	745
179	1937
179	2124
179	2125
179	2126
179	2127
179	801
179	2128
179	2129
179	2130
179	2131
179	280
179	2132
179	408
179	2133
179	2134
180	1930
180	1924
180	1734
180	1984
180	1998
180	1985
180	2016
180	1986
180	2135
180	1936
180	1114
180	145
180	2136
180	2137
180	2091
180	1991
180	1995
180	2138
180	2014
180	2139
180	2140
180	1941
180	2141
180	2142
180	2083
180	1977
180	2143
180	2144
180	2145
180	1931
181	1977
181	1924
181	2071
181	2088
181	1929
181	1998
181	1936
181	1920
181	1930
181	1941
181	2146
181	2147
181	1918
181	1917
181	2148
181	2149
181	2096
181	2011
181	2150
181	2151
181	2152
181	228
181	2153
181	2091
181	1931
181	2154
181	1938
181	801
181	2155
181	2156
182	1998
182	2016
182	1924
182	1936
182	1930
182	1929
182	2157
182	2158
182	2159
182	1977
182	1941
182	2078
182	2160
182	2014
182	2161
182	2102
182	2039
182	2104
182	2071
182	1931
182	2099
182	1984
182	2036
182	2162
182	2088
182	1754
182	2163
182	1974
182	2164
182	2165
183	1929
183	1924
183	1920
183	2078
183	1998
183	1917
183	1974
183	2016
183	1941
183	1918
183	2088
183	1930
183	1936
183	2071
183	2166
183	1977
183	869
183	2167
183	2168
183	2155
183	2096
183	2169
183	2170
183	857
183	2171
183	1919
183	2172
183	2173
184	1924
184	1930
184	2019
184	1998
184	2016
184	1936
184	2174
184	1977
184	2175
184	2014
184	2176
184	2071
184	2022
184	2013
184	2024
184	2078
184	2177
184	2178
184	2179
184	2036
184	2180
184	2181
184	2182
184	1941
184	2183
184	2158
184	2184
184	2185
184	2186
184	2187
185	1936
185	2037
185	1924
185	2036
185	2188
185	2023
185	2189
185	2109
185	2190
185	1998
185	2191
185	2038
185	1930
185	2192
185	2014
185	1977
185	2193
185	2194
185	2042
185	2195
185	2196
185	2197
185	2078
185	2198
186	1930
186	1924
186	1984
186	1734
186	1936
186	1985
186	1986
186	1998
186	1934
186	2071
186	2091
186	1918
186	2088
186	2074
186	2003
186	2136
186	2199
186	2200
186	2201
186	1996
186	1931
186	1919
186	1988
186	1991
186	2078
186	2202
187	2036
187	1936
187	1924
187	2079
187	2039
187	2014
187	1998
187	2071
187	2078
187	1974
187	1941
187	2203
187	2204
187	2205
187	1977
187	2206
187	2019
187	2207
187	2208
187	1436
188	1924
188	2024
188	1930
188	2019
188	1998
188	2016
188	1941
188	2014
188	2078
188	1936
188	2022
188	2096
188	2013
188	2099
188	2209
188	1920
188	2210
188	1931
188	2079
188	2211
188	2147
188	2212
189	1924
189	1930
189	2078
189	1977
189	1941
189	2016
189	2213
189	1936
189	2088
189	2146
189	2214
189	2083
189	1114
189	2175
189	1998
189	2019
190	2024
190	1930
190	1924
190	1941
190	1936
190	2215
190	2216
190	2217
190	2037
190	2218
190	2193
190	2219
190	2019
191	2220
191	1924
191	2221
191	2222
191	1930
191	2016
191	2223
191	2224
191	2225
191	2226
191	1923
191	2227
191	2228
191	2229
191	2230
191	228
191	2014
191	2231
191	2232
191	2233
191	2234
191	1289
191	2235
191	2236
191	2237
191	2238
192	2078
193	1924
193	1998
193	2078
193	2016
193	2239
193	1930
193	1936
193	2136
193	2240
193	2024
193	2079
194	1929
194	1920
194	1918
194	1919
194	1924
194	1930
194	2177
194	1941
194	869
194	2071
194	2096
194	2241
194	2242
194	2243
194	2244
194	2245
